timebin,sid,sequence,use,group
3,24387118,TbPCP,0,LH
0,24582121,CPCTs,0,LH
1,24582121,CPCTs,0,LH
2,24582121,CPCTs,0,LH
3,24582121,CPCTs,0,LH
0,24582121,CPTs,0,LH
1,24582121,CPTs,0,LH
2,24582121,CPTs,0,LH
3,24582121,CPTs,0,LH
0,24582121,CTbC,1,LH
1,24582121,CTbC,0,LH
2,24582121,CTbC,0,LH
3,24582121,CTbC,1,LH
0,24582121,CTbP,1,LH
1,24582121,CTbP,0,LH
2,24582121,CTbP,0,LH
3,24582121,CTbP,1,LH
0,24582121,CTbPC,1,LH
1,24582121,CTbPC,0,LH
2,24582121,CTbPC,0,LH
3,24582121,CTbPC,1,LH
0,24582121,CTcPTcP,0,LH
1,24582121,CTcPTcP,0,LH
2,24582121,CTcPTcP,0,LH
3,24582121,CTcPTcP,0,LH
0,24582121,CTsCTs,0,LH
1,24582121,CTsCTs,1,LH
2,24582121,CTsCTs,0,LH
3,24582121,CTsCTs,0,LH
0,24582121,PCTbP,0,LH
1,24582121,PCTbP,0,LH
2,24582121,PCTbP,0,LH
3,24582121,PCTbP,1,LH
0,24582121,PCTsP,0,LH
1,24582121,PCTsP,1,LH
2,24582121,PCTsP,0,LH
3,24582121,PCTsP,0,LH
0,24582121,PTb,0,LH
1,24582121,PTb,0,LH
2,24582121,PTb,0,LH
3,24582121,PTb,0,LH
0,24582121,PTsPC,0,LH
1,24582121,PTsPC,1,LH
2,24582121,PTsPC,0,LH
3,24582121,PTsPC,0,LH
0,24582121,TbCP,0,LH
1,24582121,TbCP,0,LH
2,24582121,TbCP,0,LH
3,24582121,TbCP,0,LH
0,24582121,TbP,1,LH
1,24582121,TbP,0,LH
2,24582121,TbP,0,LH
3,24582121,TbP,1,LH
0,24582121,TbPC,1,LH
1,24582121,TbPC,0,LH
2,24582121,TbPC,0,LH
3,24582121,TbPC,1,LH
0,24582121,TbPCP,1,LH
1,24582121,TbPCP,0,LH
2,24582121,TbPCP,0,LH
3,24582121,TbPCP,0,LH
0,26225080,CPCTs,0,LL
1,26225080,CPCTs,0,LL
2,26225080,CPCTs,0,LL
3,26225080,CPCTs,0,LL
0,26225080,CPTs,0,LL
1,26225080,CPTs,0,LL
2,26225080,CPTs,0,LL
3,26225080,CPTs,0,LL
0,26225080,CTbC,0,LL
1,26225080,CTbC,0,LL
2,26225080,CTbC,0,LL
3,26225080,CTbC,0,LL
0,26225080,CTbP,0,LL
1,26225080,CTbP,0,LL
2,26225080,CTbP,0,LL
3,26225080,CTbP,0,LL
0,26225080,CTbPC,0,LL
1,26225080,CTbPC,0,LL
2,26225080,CTbPC,0,LL
3,26225080,CTbPC,0,LL
0,26225080,CTcPTcP,0,LL
1,26225080,CTcPTcP,0,LL
2,26225080,CTcPTcP,0,LL
3,26225080,CTcPTcP,0,LL
0,26225080,CTsCTs,0,LL
1,26225080,CTsCTs,0,LL
2,26225080,CTsCTs,0,LL
3,26225080,CTsCTs,0,LL
0,26225080,PCTbP,0,LL
1,26225080,PCTbP,0,LL
2,26225080,PCTbP,0,LL
3,26225080,PCTbP,0,LL
0,26225080,PCTsP,0,LL
1,26225080,PCTsP,0,LL
2,26225080,PCTsP,0,LL
3,26225080,PCTsP,0,LL
0,26225080,PTb,1,LL
1,26225080,PTb,0,LL
2,26225080,PTb,0,LL
3,26225080,PTb,0,LL
0,26225080,PTsPC,0,LL
1,26225080,PTsPC,0,LL
2,26225080,PTsPC,0,LL
3,26225080,PTsPC,0,LL
0,26225080,TbCP,0,LL
1,26225080,TbCP,0,LL
2,26225080,TbCP,0,LL
3,26225080,TbCP,0,LL
0,26225080,TbP,1,LL
1,26225080,TbP,0,LL
2,26225080,TbP,0,LL
3,26225080,TbP,0,LL
0,26225080,TbPC,1,LL
1,26225080,TbPC,0,LL
2,26225080,TbPC,0,LL
3,26225080,TbPC,0,LL
0,26225080,TbPCP,0,LL
1,26225080,TbPCP,0,LL
2,26225080,TbPCP,0,LL
3,26225080,TbPCP,0,LL
0,28098102,CPCTs,0,HH
1,28098102,CPCTs,0,HH
2,28098102,CPCTs,0,HH
3,28098102,CPCTs,0,HH
0,28098102,CPTs,0,HH
1,28098102,CPTs,1,HH
2,28098102,CPTs,0,HH
3,28098102,CPTs,0,HH
0,28098102,CTbC,0,HH
1,28098102,CTbC,1,HH
2,28098102,CTbC,0,HH
3,28098102,CTbC,0,HH
0,28098102,CTbP,0,HH
1,28098102,CTbP,0,HH
2,28098102,CTbP,0,HH
3,28098102,CTbP,0,HH
0,28098102,CTbPC,0,HH
1,28098102,CTbPC,0,HH
2,28098102,CTbPC,0,HH
3,28098102,CTbPC,0,HH
0,28098102,CTcPTcP,0,HH
1,28098102,CTcPTcP,0,HH
2,28098102,CTcPTcP,0,HH
3,28098102,CTcPTcP,0,HH
0,28098102,CTsCTs,0,HH
1,28098102,CTsCTs,0,HH
2,28098102,CTsCTs,0,HH
3,28098102,CTsCTs,0,HH
0,28098102,PCTbP,0,HH
1,28098102,PCTbP,0,HH
2,28098102,PCTbP,0,HH
3,28098102,PCTbP,0,HH
0,28098102,PCTsP,0,HH
1,28098102,PCTsP,0,HH
2,28098102,PCTsP,0,HH
3,28098102,PCTsP,0,HH
0,28098102,PTb,0,HH
1,28098102,PTb,0,HH
2,28098102,PTb,0,HH
3,28098102,PTb,0,HH
0,28098102,PTsPC,0,HH
1,28098102,PTsPC,0,HH
2,28098102,PTsPC,1,HH
3,28098102,PTsPC,0,HH
0,28098102,TbCP,0,HH
1,28098102,TbCP,1,HH
2,28098102,TbCP,0,HH
3,28098102,TbCP,0,HH
0,28098102,TbP,0,HH
1,28098102,TbP,0,HH
2,28098102,TbP,0,HH
3,28098102,TbP,0,HH
0,28098102,TbPC,0,HH
1,28098102,TbPC,0,HH
2,28098102,TbPC,0,HH
3,28098102,TbPC,0,HH
0,28098102,TbPCP,0,HH
1,28098102,TbPCP,0,HH
2,28098102,TbPCP,0,HH
3,28098102,TbPCP,0,HH
0,28582129,CPCTs,0,LH
1,28582129,CPCTs,0,LH
2,28582129,CPCTs,0,LH
3,28582129,CPCTs,0,LH
0,28582129,CPTs,0,LH
1,28582129,CPTs,0,LH
2,28582129,CPTs,0,LH
3,28582129,CPTs,0,LH
0,28582129,CTbC,1,LH
1,28582129,CTbC,0,LH
2,28582129,CTbC,0,LH
3,28582129,CTbC,0,LH
0,28582129,CTbP,1,LH
1,28582129,CTbP,0,LH
2,28582129,CTbP,0,LH
3,28582129,CTbP,0,LH
0,28582129,CTbPC,1,LH
1,28582129,CTbPC,0,LH
2,28582129,CTbPC,0,LH
3,28582129,CTbPC,0,LH
0,28582129,CTcPTcP,0,LH
1,28582129,CTcPTcP,0,LH
2,28582129,CTcPTcP,0,LH
3,28582129,CTcPTcP,0,LH
0,28582129,CTsCTs,1,LH
1,28582129,CTsCTs,0,LH
2,28582129,CTsCTs,0,LH
3,28582129,CTsCTs,0,LH
0,28582129,PCTbP,1,LH
1,28582129,PCTbP,0,LH
2,28582129,PCTbP,0,LH
3,28582129,PCTbP,0,LH
0,28582129,PCTsP,0,LH
1,28582129,PCTsP,1,LH
2,28582129,PCTsP,0,LH
3,28582129,PCTsP,0,LH
0,28582129,PTb,1,LH
1,28582129,PTb,0,LH
2,28582129,PTb,0,LH
3,28582129,PTb,0,LH
0,28582129,PTsPC,0,LH
1,28582129,PTsPC,1,LH
2,28582129,PTsPC,0,LH
3,28582129,PTsPC,0,LH
0,28582129,TbCP,1,LH
1,28582129,TbCP,0,LH
2,28582129,TbCP,0,LH
3,28582129,TbCP,0,LH
0,28582129,TbP,0,LH
1,28582129,TbP,1,LH
2,28582129,TbP,0,LH
3,28582129,TbP,0,LH
0,28582129,TbPC,0,LH
1,28582129,TbPC,1,LH
2,28582129,TbPC,0,LH
3,28582129,TbPC,0,LH
0,28582129,TbPCP,0,LH
1,28582129,TbPCP,0,LH
2,28582129,TbPCP,0,LH
3,28582129,TbPCP,0,LH
0,28622129,CPCTs,0,HH
1,28622129,CPCTs,0,HH
2,28622129,CPCTs,0,HH
3,28622129,CPCTs,0,HH
0,28622129,CPTs,0,HH
1,28622129,CPTs,0,HH
2,28622129,CPTs,0,HH
3,28622129,CPTs,0,HH
0,28622129,CTbC,0,HH
1,28622129,CTbC,0,HH
2,28622129,CTbC,0,HH
3,28622129,CTbC,0,HH
0,28622129,CTbP,1,HH
1,28622129,CTbP,0,HH
2,28622129,CTbP,0,HH
3,28622129,CTbP,1,HH
0,28622129,CTbPC,1,HH
1,28622129,CTbPC,0,HH
2,28622129,CTbPC,0,HH
3,28622129,CTbPC,1,HH
0,28622129,CTcPTcP,0,HH
1,28622129,CTcPTcP,0,HH
2,28622129,CTcPTcP,0,HH
3,28622129,CTcPTcP,0,HH
0,28622129,CTsCTs,0,HH
1,28622129,CTsCTs,0,HH
2,28622129,CTsCTs,0,HH
3,28622129,CTsCTs,0,HH
0,28622129,PCTbP,1,HH
1,28622129,PCTbP,0,HH
2,28622129,PCTbP,0,HH
3,28622129,PCTbP,1,HH
0,28622129,PCTsP,0,HH
1,28622129,PCTsP,0,HH
2,28622129,PCTsP,0,HH
3,28622129,PCTsP,0,HH
0,28622129,PTb,0,HH
1,28622129,PTb,0,HH
2,28622129,PTb,0,HH
3,28622129,PTb,0,HH
0,28622129,PTsPC,0,HH
1,28622129,PTsPC,0,HH
2,28622129,PTsPC,0,HH
3,28622129,PTsPC,0,HH
0,28622129,TbCP,0,HH
1,28622129,TbCP,0,HH
2,28622129,TbCP,0,HH
3,28622129,TbCP,0,HH
0,28622129,TbP,0,HH
1,28622129,TbP,0,HH
2,28622129,TbP,0,HH
3,28622129,TbP,1,HH
0,28622129,TbPC,0,HH
1,28622129,TbPC,0,HH
2,28622129,TbPC,0,HH
3,28622129,TbPC,1,HH
0,28622129,TbPCP,0,HH
1,28622129,TbPCP,0,HH
2,28622129,TbPCP,0,HH
3,28622129,TbPCP,1,HH
0,35155125,CPCTs,1,LL
1,35155125,CPCTs,0,LL
2,35155125,CPCTs,0,LL
3,35155125,CPCTs,0,LL
0,35155125,CPTs,0,LL
1,35155125,CPTs,0,LL
2,35155125,CPTs,0,LL
3,35155125,CPTs,0,LL
0,35155125,CTbC,1,LL
1,35155125,CTbC,0,LL
2,35155125,CTbC,0,LL
3,35155125,CTbC,0,LL
0,35155125,CTbP,1,LL
1,35155125,CTbP,0,LL
2,35155125,CTbP,1,LL
3,35155125,CTbP,0,LL
0,35155125,CTbPC,1,LL
1,35155125,CTbPC,0,LL
2,35155125,CTbPC,1,LL
3,35155125,CTbPC,0,LL
0,35155125,CTcPTcP,0,LL
1,35155125,CTcPTcP,0,LL
2,35155125,CTcPTcP,0,LL
3,35155125,CTcPTcP,0,LL
0,35155125,CTsCTs,0,LL
1,35155125,CTsCTs,1,LL
2,35155125,CTsCTs,0,LL
3,35155125,CTsCTs,0,LL
0,35155125,PCTbP,0,LL
1,35155125,PCTbP,0,LL
2,35155125,PCTbP,0,LL
3,35155125,PCTbP,0,LL
0,35155125,PCTsP,1,LL
1,35155125,PCTsP,0,LL
2,35155125,PCTsP,0,LL
3,35155125,PCTsP,0,LL
0,35155125,PTb,0,LL
1,35155125,PTb,0,LL
2,35155125,PTb,0,LL
3,35155125,PTb,0,LL
0,35155125,PTsPC,1,LL
1,35155125,PTsPC,0,LL
2,35155125,PTsPC,0,LL
3,35155125,PTsPC,0,LL
0,35155125,TbCP,1,LL
1,35155125,TbCP,0,LL
2,35155125,TbCP,0,LL
3,35155125,TbCP,0,LL
0,35155125,TbP,1,LL
1,35155125,TbP,0,LL
2,35155125,TbP,1,LL
3,35155125,TbP,0,LL
0,35155125,TbPC,1,LL
1,35155125,TbPC,0,LL
2,35155125,TbPC,1,LL
3,35155125,TbPC,0,LL
0,35155125,TbPCP,0,LL
1,35155125,TbPCP,0,LL
2,35155125,TbPCP,1,LL
3,35155125,TbPCP,0,LL
0,37842114,CPCTs,0,LH
1,37842114,CPCTs,0,LH
2,37842114,CPCTs,0,LH
3,37842114,CPCTs,0,LH
0,37842114,CPTs,0,LH
1,37842114,CPTs,1,LH
2,37842114,CPTs,0,LH
3,37842114,CPTs,0,LH
0,37842114,CTbC,0,LH
1,37842114,CTbC,0,LH
2,37842114,CTbC,0,LH
3,37842114,CTbC,0,LH
0,37842114,CTbP,0,LH
1,37842114,CTbP,0,LH
2,37842114,CTbP,0,LH
3,37842114,CTbP,0,LH
0,37842114,CTbPC,0,LH
1,37842114,CTbPC,0,LH
2,37842114,CTbPC,0,LH
3,37842114,CTbPC,0,LH
0,37842114,CTcPTcP,0,LH
1,37842114,CTcPTcP,0,LH
2,37842114,CTcPTcP,0,LH
3,37842114,CTcPTcP,0,LH
0,37842114,CTsCTs,0,LH
1,37842114,CTsCTs,0,LH
2,37842114,CTsCTs,0,LH
3,37842114,CTsCTs,0,LH
0,37842114,PCTbP,0,LH
1,37842114,PCTbP,0,LH
2,37842114,PCTbP,0,LH
3,37842114,PCTbP,0,LH
0,37842114,PCTsP,0,LH
1,37842114,PCTsP,1,LH
2,37842114,PCTsP,0,LH
3,37842114,PCTsP,0,LH
0,37842114,PTb,1,LH
1,37842114,PTb,0,LH
2,37842114,PTb,0,LH
3,37842114,PTb,0,LH
0,37842114,PTsPC,0,LH
1,37842114,PTsPC,1,LH
2,37842114,PTsPC,0,LH
3,37842114,PTsPC,0,LH
0,37842114,TbCP,0,LH
1,37842114,TbCP,0,LH
2,37842114,TbCP,0,LH
3,37842114,TbCP,0,LH
0,37842114,TbP,1,LH
1,37842114,TbP,0,LH
2,37842114,TbP,0,LH
3,37842114,TbP,0,LH
0,37842114,TbPC,1,LH
1,37842114,TbPC,0,LH
2,37842114,TbPC,0,LH
3,37842114,TbPC,0,LH
0,37842114,TbPCP,1,LH
1,37842114,TbPCP,0,LH
2,37842114,TbPCP,0,LH
3,37842114,TbPCP,0,LH
0,37987123,CPCTs,0,HH
1,37987123,CPCTs,0,HH
2,37987123,CPCTs,0,HH
3,37987123,CPCTs,0,HH
0,37987123,CPTs,1,HH
1,37987123,CPTs,0,HH
2,37987123,CPTs,0,HH
3,37987123,CPTs,0,HH
0,37987123,CTbC,0,HH
1,37987123,CTbC,0,HH
2,37987123,CTbC,0,HH
3,37987123,CTbC,0,HH
0,37987123,CTbP,1,HH
1,37987123,CTbP,0,HH
2,37987123,CTbP,0,HH
3,37987123,CTbP,0,HH
0,37987123,CTbPC,1,HH
1,37987123,CTbPC,0,HH
2,37987123,CTbPC,0,HH
3,37987123,CTbPC,0,HH
0,37987123,CTcPTcP,0,HH
1,37987123,CTcPTcP,0,HH
2,37987123,CTcPTcP,0,HH
3,37987123,CTcPTcP,0,HH
0,37987123,CTsCTs,0,HH
1,37987123,CTsCTs,0,HH
2,37987123,CTsCTs,0,HH
3,37987123,CTsCTs,0,HH
0,37987123,PCTbP,1,HH
1,37987123,PCTbP,0,HH
2,37987123,PCTbP,0,HH
3,37987123,PCTbP,0,HH
0,37987123,PCTsP,0,HH
1,37987123,PCTsP,0,HH
2,37987123,PCTsP,0,HH
3,37987123,PCTsP,0,HH
0,37987123,PTb,0,HH
1,37987123,PTb,0,HH
2,37987123,PTb,0,HH
3,37987123,PTb,0,HH
0,37987123,PTsPC,1,HH
1,37987123,PTsPC,0,HH
2,37987123,PTsPC,0,HH
3,37987123,PTsPC,0,HH
0,37987123,TbCP,0,HH
1,37987123,TbCP,0,HH
2,37987123,TbCP,0,HH
3,37987123,TbCP,0,HH
0,37987123,TbP,1,HH
1,37987123,TbP,0,HH
2,37987123,TbP,0,HH
3,37987123,TbP,0,HH
0,37987123,TbPC,1,HH
1,37987123,TbPC,0,HH
2,37987123,TbPC,0,HH
3,37987123,TbPC,0,HH
0,37987123,TbPCP,1,HH
1,37987123,TbPCP,0,HH
2,37987123,TbPCP,0,HH
3,37987123,TbPCP,0,HH
0,38648120,CPCTs,0,LL
1,38648120,CPCTs,0,LL
2,38648120,CPCTs,0,LL
3,38648120,CPCTs,0,LL
0,38648120,CPTs,0,LL
1,38648120,CPTs,0,LL
2,38648120,CPTs,0,LL
3,38648120,CPTs,0,LL
0,38648120,CTbC,1,LL
1,38648120,CTbC,1,LL
2,38648120,CTbC,1,LL
3,38648120,CTbC,1,LL
0,38648120,CTbP,1,LL
1,38648120,CTbP,0,LL
2,38648120,CTbP,0,LL
3,38648120,CTbP,0,LL
0,38648120,CTbPC,1,LL
1,38648120,CTbPC,0,LL
2,38648120,CTbPC,0,LL
3,38648120,CTbPC,0,LL
0,38648120,CTcPTcP,0,LL
1,38648120,CTcPTcP,0,LL
2,38648120,CTcPTcP,0,LL
3,38648120,CTcPTcP,0,LL
0,38648120,CTsCTs,0,LL
1,38648120,CTsCTs,0,LL
2,38648120,CTsCTs,0,LL
3,38648120,CTsCTs,0,LL
0,38648120,PCTbP,0,LL
1,38648120,PCTbP,0,LL
2,38648120,PCTbP,0,LL
3,38648120,PCTbP,0,LL
0,38648120,PCTsP,0,LL
1,38648120,PCTsP,0,LL
2,38648120,PCTsP,0,LL
3,38648120,PCTsP,0,LL
0,38648120,PTb,1,LL
1,38648120,PTb,0,LL
2,38648120,PTb,0,LL
3,38648120,PTb,0,LL
0,38648120,PTsPC,0,LL
1,38648120,PTsPC,0,LL
2,38648120,PTsPC,0,LL
3,38648120,PTsPC,0,LL
0,38648120,TbCP,0,LL
1,38648120,TbCP,0,LL
2,38648120,TbCP,0,LL
3,38648120,TbCP,0,LL
0,38648120,TbP,1,LL
1,38648120,TbP,0,LL
2,38648120,TbP,0,LL
3,38648120,TbP,0,LL
0,38648120,TbPC,1,LL
1,38648120,TbPC,0,LL
2,38648120,TbPC,0,LL
3,38648120,TbPC,0,LL
0,38648120,TbPCP,0,LL
1,38648120,TbPCP,0,LL
2,38648120,TbPCP,0,LL
3,38648120,TbPCP,0,LL
0,38732121,CPCTs,0,LH
1,38732121,CPCTs,0,LH
2,38732121,CPCTs,0,LH
3,38732121,CPCTs,0,LH
0,38732121,CPTs,0,LH
1,38732121,CPTs,1,LH
2,38732121,CPTs,0,LH
3,38732121,CPTs,0,LH
0,38732121,CTbC,1,LH
1,38732121,CTbC,0,LH
2,38732121,CTbC,0,LH
3,38732121,CTbC,0,LH
0,38732121,CTbP,1,LH
1,38732121,CTbP,0,LH
2,38732121,CTbP,0,LH
3,38732121,CTbP,0,LH
0,38732121,CTbPC,1,LH
1,38732121,CTbPC,0,LH
2,38732121,CTbPC,0,LH
3,38732121,CTbPC,0,LH
0,38732121,CTcPTcP,0,LH
1,38732121,CTcPTcP,0,LH
2,38732121,CTcPTcP,0,LH
3,38732121,CTcPTcP,0,LH
0,38732121,CTsCTs,0,LH
1,38732121,CTsCTs,1,LH
2,38732121,CTsCTs,1,LH
3,38732121,CTsCTs,1,LH
0,38732121,PCTbP,1,LH
1,38732121,PCTbP,0,LH
2,38732121,PCTbP,0,LH
3,38732121,PCTbP,0,LH
0,38732121,PCTsP,1,LH
1,38732121,PCTsP,0,LH
2,38732121,PCTsP,1,LH
3,38732121,PCTsP,0,LH
0,38732121,PTb,1,LH
1,38732121,PTb,0,LH
2,38732121,PTb,0,LH
3,38732121,PTb,0,LH
0,38732121,PTsPC,0,LH
1,38732121,PTsPC,0,LH
2,38732121,PTsPC,0,LH
3,38732121,PTsPC,0,LH
0,38732121,TbCP,1,LH
1,38732121,TbCP,0,LH
2,38732121,TbCP,0,LH
3,38732121,TbCP,0,LH
0,38732121,TbP,1,LH
1,38732121,TbP,0,LH
2,38732121,TbP,0,LH
3,38732121,TbP,0,LH
0,38732121,TbPC,1,LH
1,38732121,TbPC,0,LH
2,38732121,TbPC,0,LH
3,38732121,TbPC,0,LH
0,38732121,TbPCP,0,LH
1,38732121,TbPCP,0,LH
2,38732121,TbPCP,0,LH
3,38732121,TbPCP,0,LH
0,39619124,CPCTs,0,LH
1,39619124,CPCTs,0,LH
2,39619124,CPCTs,0,LH
3,39619124,CPCTs,0,LH
0,39619124,CPTs,0,LH
1,39619124,CPTs,0,LH
2,39619124,CPTs,0,LH
3,39619124,CPTs,0,LH
0,39619124,CTbC,0,LH
1,39619124,CTbC,0,LH
2,39619124,CTbC,0,LH
3,39619124,CTbC,0,LH
0,39619124,CTbP,1,LH
1,39619124,CTbP,0,LH
2,39619124,CTbP,0,LH
3,39619124,CTbP,0,LH
0,39619124,CTbPC,1,LH
1,39619124,CTbPC,0,LH
2,39619124,CTbPC,0,LH
3,39619124,CTbPC,0,LH
0,39619124,CTcPTcP,0,LH
1,39619124,CTcPTcP,0,LH
2,39619124,CTcPTcP,0,LH
3,39619124,CTcPTcP,0,LH
0,39619124,CTsCTs,0,LH
1,39619124,CTsCTs,0,LH
2,39619124,CTsCTs,0,LH
3,39619124,CTsCTs,0,LH
0,39619124,PCTbP,1,LH
1,39619124,PCTbP,0,LH
2,39619124,PCTbP,0,LH
3,39619124,PCTbP,0,LH
0,39619124,PCTsP,0,LH
1,39619124,PCTsP,0,LH
2,39619124,PCTsP,0,LH
3,39619124,PCTsP,0,LH
0,39619124,PTb,0,LH
1,39619124,PTb,0,LH
2,39619124,PTb,0,LH
3,39619124,PTb,0,LH
0,39619124,PTsPC,0,LH
1,39619124,PTsPC,0,LH
2,39619124,PTsPC,0,LH
3,39619124,PTsPC,0,LH
0,39619124,TbCP,0,LH
1,39619124,TbCP,0,LH
2,39619124,TbCP,0,LH
3,39619124,TbCP,0,LH
0,39619124,TbP,0,LH
1,39619124,TbP,1,LH
2,39619124,TbP,0,LH
3,39619124,TbP,0,LH
0,39619124,TbPC,0,LH
1,39619124,TbPC,1,LH
2,39619124,TbPC,0,LH
3,39619124,TbPC,0,LH
0,39619124,TbPCP,0,LH
1,39619124,TbPCP,0,LH
2,39619124,TbPCP,0,LH
3,39619124,TbPCP,0,LH
0,41045127,CPCTs,0,HH
1,41045127,CPCTs,0,HH
2,41045127,CPCTs,0,HH
3,41045127,CPCTs,0,HH
0,41045127,CPTs,1,HH
1,41045127,CPTs,0,HH
2,41045127,CPTs,0,HH
3,41045127,CPTs,0,HH
0,41045127,CTbC,0,HH
1,41045127,CTbC,0,HH
2,41045127,CTbC,0,HH
3,41045127,CTbC,1,HH
0,41045127,CTbP,1,HH
1,41045127,CTbP,0,HH
2,41045127,CTbP,0,HH
3,41045127,CTbP,0,HH
0,41045127,CTbPC,1,HH
1,41045127,CTbPC,0,HH
2,41045127,CTbPC,0,HH
3,41045127,CTbPC,0,HH
0,41045127,CTcPTcP,0,HH
1,41045127,CTcPTcP,0,HH
2,41045127,CTcPTcP,0,HH
3,41045127,CTcPTcP,0,HH
0,41045127,CTsCTs,0,HH
1,41045127,CTsCTs,0,HH
2,41045127,CTsCTs,0,HH
3,41045127,CTsCTs,0,HH
0,41045127,PCTbP,1,HH
1,41045127,PCTbP,0,HH
2,41045127,PCTbP,0,HH
3,41045127,PCTbP,0,HH
0,41045127,PCTsP,1,HH
1,41045127,PCTsP,1,HH
2,41045127,PCTsP,0,HH
3,41045127,PCTsP,0,HH
0,41045127,PTb,1,HH
1,41045127,PTb,1,HH
2,41045127,PTb,0,HH
3,41045127,PTb,0,HH
0,41045127,PTsPC,1,HH
1,41045127,PTsPC,1,HH
2,41045127,PTsPC,0,HH
3,41045127,PTsPC,0,HH
0,41045127,TbCP,0,HH
1,41045127,TbCP,0,HH
2,41045127,TbCP,0,HH
3,41045127,TbCP,0,HH
0,41045127,TbP,1,HH
1,41045127,TbP,1,HH
2,41045127,TbP,0,HH
3,41045127,TbP,0,HH
0,41045127,TbPC,1,HH
1,41045127,TbPC,0,HH
2,41045127,TbPC,0,HH
3,41045127,TbPC,0,HH
0,41045127,TbPCP,1,HH
1,41045127,TbPCP,0,HH
2,41045127,TbPCP,0,HH
3,41045127,TbPCP,0,HH
0,41295172,CPCTs,0,LL
1,41295172,CPCTs,0,LL
2,41295172,CPCTs,0,LL
3,41295172,CPCTs,0,LL
0,41295172,CPTs,0,LL
1,41295172,CPTs,0,LL
2,41295172,CPTs,0,LL
3,41295172,CPTs,0,LL
0,41295172,CTbC,0,LL
1,41295172,CTbC,0,LL
2,41295172,CTbC,0,LL
3,41295172,CTbC,0,LL
0,41295172,CTbP,0,LL
1,41295172,CTbP,0,LL
2,41295172,CTbP,0,LL
3,41295172,CTbP,0,LL
0,41295172,CTbPC,0,LL
1,41295172,CTbPC,0,LL
2,41295172,CTbPC,0,LL
3,41295172,CTbPC,0,LL
0,41295172,CTcPTcP,0,LL
1,41295172,CTcPTcP,0,LL
2,41295172,CTcPTcP,0,LL
3,41295172,CTcPTcP,0,LL
0,41295172,CTsCTs,0,LL
1,41295172,CTsCTs,0,LL
2,41295172,CTsCTs,0,LL
3,41295172,CTsCTs,0,LL
0,41295172,PCTbP,0,LL
1,41295172,PCTbP,0,LL
2,41295172,PCTbP,0,LL
3,41295172,PCTbP,0,LL
0,41295172,PCTsP,0,LL
1,41295172,PCTsP,0,LL
2,41295172,PCTsP,0,LL
3,41295172,PCTsP,0,LL
0,41295172,PTb,0,LL
1,41295172,PTb,0,LL
2,41295172,PTb,0,LL
3,41295172,PTb,0,LL
0,41295172,PTsPC,0,LL
1,41295172,PTsPC,0,LL
2,41295172,PTsPC,0,LL
3,41295172,PTsPC,0,LL
0,41295172,TbCP,0,LL
1,41295172,TbCP,0,LL
2,41295172,TbCP,0,LL
3,41295172,TbCP,0,LL
0,41295172,TbP,0,LL
1,41295172,TbP,0,LL
2,41295172,TbP,0,LL
3,41295172,TbP,0,LL
0,41295172,TbPC,0,LL
1,41295172,TbPC,0,LL
2,41295172,TbPC,0,LL
3,41295172,TbPC,0,LL
0,41295172,TbPCP,0,LL
1,41295172,TbPCP,0,LL
2,41295172,TbPCP,0,LL
3,41295172,TbPCP,0,LL
0,42175126,CPCTs,0,LH
1,42175126,CPCTs,1,LH
2,42175126,CPCTs,0,LH
3,42175126,CPCTs,0,LH
0,42175126,CPTs,0,LH
1,42175126,CPTs,0,LH
2,42175126,CPTs,0,LH
3,42175126,CPTs,0,LH
0,42175126,CTbC,0,LH
1,42175126,CTbC,0,LH
2,42175126,CTbC,1,LH
3,42175126,CTbC,0,LH
0,42175126,CTbP,0,LH
1,42175126,CTbP,0,LH
2,42175126,CTbP,0,LH
3,42175126,CTbP,0,LH
0,42175126,CTbPC,0,LH
1,42175126,CTbPC,0,LH
2,42175126,CTbPC,0,LH
3,42175126,CTbPC,0,LH
0,42175126,CTcPTcP,0,LH
1,42175126,CTcPTcP,0,LH
2,42175126,CTcPTcP,0,LH
3,42175126,CTcPTcP,0,LH
0,42175126,CTsCTs,1,LH
1,42175126,CTsCTs,1,LH
2,42175126,CTsCTs,0,LH
3,42175126,CTsCTs,0,LH
0,42175126,PCTbP,0,LH
1,42175126,PCTbP,0,LH
2,42175126,PCTbP,0,LH
3,42175126,PCTbP,0,LH
0,42175126,PCTsP,0,LH
1,42175126,PCTsP,1,LH
2,42175126,PCTsP,0,LH
3,42175126,PCTsP,0,LH
0,42175126,PTb,0,LH
1,42175126,PTb,0,LH
2,42175126,PTb,0,LH
3,42175126,PTb,0,LH
0,42175126,PTsPC,1,LH
1,42175126,PTsPC,1,LH
2,42175126,PTsPC,0,LH
3,42175126,PTsPC,0,LH
0,42175126,TbCP,0,LH
1,42175126,TbCP,0,LH
2,42175126,TbCP,0,LH
3,42175126,TbCP,0,LH
0,42175126,TbP,0,LH
1,42175126,TbP,0,LH
2,42175126,TbP,0,LH
3,42175126,TbP,0,LH
0,42175126,TbPC,0,LH
1,42175126,TbPC,0,LH
2,42175126,TbPC,0,LH
3,42175126,TbPC,0,LH
0,42175126,TbPCP,0,LH
1,42175126,TbPCP,0,LH
2,42175126,TbPCP,0,LH
3,42175126,TbPCP,0,LH
0,42822113,CPCTs,0,LH
