timebin,sid,sequence,use,group
1,13205111,TbPCP,0,HH
2,13205111,TbPCP,1,HH
3,13205111,TbPCP,0,HH
0,13378139,CPCTs,0,LH
1,13378139,CPCTs,0,LH
2,13378139,CPCTs,0,LH
3,13378139,CPCTs,0,LH
0,13378139,CPTs,0,LH
1,13378139,CPTs,0,LH
2,13378139,CPTs,0,LH
3,13378139,CPTs,0,LH
0,13378139,CTbC,0,LH
1,13378139,CTbC,0,LH
2,13378139,CTbC,0,LH
3,13378139,CTbC,0,LH
0,13378139,CTbP,0,LH
1,13378139,CTbP,0,LH
2,13378139,CTbP,0,LH
3,13378139,CTbP,0,LH
0,13378139,CTbPC,0,LH
1,13378139,CTbPC,0,LH
2,13378139,CTbPC,0,LH
3,13378139,CTbPC,0,LH
0,13378139,CTcPTcP,0,LH
1,13378139,CTcPTcP,0,LH
2,13378139,CTcPTcP,0,LH
3,13378139,CTcPTcP,0,LH
0,13378139,CTsCTs,0,LH
1,13378139,CTsCTs,0,LH
2,13378139,CTsCTs,0,LH
3,13378139,CTsCTs,0,LH
0,13378139,PCTbP,0,LH
1,13378139,PCTbP,0,LH
2,13378139,PCTbP,0,LH
3,13378139,PCTbP,0,LH
0,13378139,PCTsP,0,LH
1,13378139,PCTsP,0,LH
2,13378139,PCTsP,0,LH
3,13378139,PCTsP,0,LH
0,13378139,PTb,0,LH
1,13378139,PTb,0,LH
2,13378139,PTb,0,LH
3,13378139,PTb,0,LH
0,13378139,PTsPC,0,LH
1,13378139,PTsPC,0,LH
2,13378139,PTsPC,0,LH
3,13378139,PTsPC,0,LH
0,13378139,TbCP,0,LH
1,13378139,TbCP,0,LH
2,13378139,TbCP,0,LH
3,13378139,TbCP,0,LH
0,13378139,TbP,0,LH
1,13378139,TbP,0,LH
2,13378139,TbP,0,LH
3,13378139,TbP,0,LH
0,13378139,TbPC,0,LH
1,13378139,TbPC,0,LH
2,13378139,TbPC,0,LH
3,13378139,TbPC,0,LH
0,13378139,TbPCP,0,LH
1,13378139,TbPCP,0,LH
2,13378139,TbPCP,0,LH
3,13378139,TbPCP,0,LH
0,13679110,CPCTs,0,HH
1,13679110,CPCTs,0,HH
2,13679110,CPCTs,0,HH
3,13679110,CPCTs,0,HH
0,13679110,CPTs,0,HH
1,13679110,CPTs,0,HH
2,13679110,CPTs,0,HH
3,13679110,CPTs,1,HH
0,13679110,CTbC,1,HH
1,13679110,CTbC,0,HH
2,13679110,CTbC,0,HH
3,13679110,CTbC,0,HH
0,13679110,CTbP,1,HH
1,13679110,CTbP,0,HH
2,13679110,CTbP,0,HH
3,13679110,CTbP,0,HH
0,13679110,CTbPC,1,HH
1,13679110,CTbPC,0,HH
2,13679110,CTbPC,0,HH
3,13679110,CTbPC,0,HH
0,13679110,CTcPTcP,0,HH
1,13679110,CTcPTcP,0,HH
2,13679110,CTcPTcP,0,HH
3,13679110,CTcPTcP,0,HH
0,13679110,CTsCTs,0,HH
1,13679110,CTsCTs,0,HH
2,13679110,CTsCTs,0,HH
3,13679110,CTsCTs,0,HH
0,13679110,PCTbP,0,HH
1,13679110,PCTbP,0,HH
2,13679110,PCTbP,0,HH
3,13679110,PCTbP,0,HH
0,13679110,PCTsP,0,HH
1,13679110,PCTsP,0,HH
2,13679110,PCTsP,0,HH
3,13679110,PCTsP,0,HH
0,13679110,PTb,0,HH
1,13679110,PTb,0,HH
2,13679110,PTb,0,HH
3,13679110,PTb,0,HH
0,13679110,PTsPC,0,HH
1,13679110,PTsPC,0,HH
2,13679110,PTsPC,0,HH
3,13679110,PTsPC,0,HH
0,13679110,TbCP,0,HH
1,13679110,TbCP,0,HH
2,13679110,TbCP,0,HH
3,13679110,TbCP,0,HH
0,13679110,TbP,1,HH
1,13679110,TbP,0,HH
2,13679110,TbP,0,HH
3,13679110,TbP,0,HH
0,13679110,TbPC,1,HH
1,13679110,TbPC,0,HH
2,13679110,TbPC,0,HH
3,13679110,TbPC,0,HH
0,13679110,TbPCP,0,HH
1,13679110,TbPCP,0,HH
2,13679110,TbPCP,0,HH
3,13679110,TbPCP,0,HH
0,14769115,CPCTs,0,LL
1,14769115,CPCTs,1,LL
2,14769115,CPCTs,0,LL
3,14769115,CPCTs,0,LL
0,14769115,CPTs,1,LL
1,14769115,CPTs,1,LL
2,14769115,CPTs,0,LL
3,14769115,CPTs,0,LL
0,14769115,CTbC,0,LL
1,14769115,CTbC,0,LL
2,14769115,CTbC,0,LL
3,14769115,CTbC,0,LL
0,14769115,CTbP,0,LL
1,14769115,CTbP,0,LL
2,14769115,CTbP,1,LL
3,14769115,CTbP,0,LL
0,14769115,CTbPC,0,LL
1,14769115,CTbPC,0,LL
2,14769115,CTbPC,1,LL
3,14769115,CTbPC,0,LL
0,14769115,CTcPTcP,0,LL
1,14769115,CTcPTcP,0,LL
2,14769115,CTcPTcP,0,LL
3,14769115,CTcPTcP,0,LL
0,14769115,CTsCTs,1,LL
1,14769115,CTsCTs,1,LL
2,14769115,CTsCTs,0,LL
3,14769115,CTsCTs,0,LL
0,14769115,PCTbP,0,LL
1,14769115,PCTbP,0,LL
2,14769115,PCTbP,0,LL
3,14769115,PCTbP,0,LL
0,14769115,PCTsP,0,LL
1,14769115,PCTsP,0,LL
2,14769115,PCTsP,0,LL
3,14769115,PCTsP,0,LL
0,14769115,PTb,0,LL
1,14769115,PTb,0,LL
2,14769115,PTb,0,LL
3,14769115,PTb,0,LL
0,14769115,PTsPC,0,LL
1,14769115,PTsPC,0,LL
2,14769115,PTsPC,0,LL
3,14769115,PTsPC,0,LL
0,14769115,TbCP,0,LL
1,14769115,TbCP,0,LL
2,14769115,TbCP,0,LL
3,14769115,TbCP,0,LL
0,14769115,TbP,0,LL
1,14769115,TbP,0,LL
2,14769115,TbP,1,LL
3,14769115,TbP,0,LL
0,14769115,TbPC,0,LL
1,14769115,TbPC,0,LL
2,14769115,TbPC,1,LL
3,14769115,TbPC,0,LL
0,14769115,TbPCP,0,LL
1,14769115,TbPCP,0,LL
2,14769115,TbPCP,0,LL
3,14769115,TbPCP,0,LL
0,15616121,CPCTs,0,HH
1,15616121,CPCTs,0,HH
2,15616121,CPCTs,0,HH
3,15616121,CPCTs,0,HH
0,15616121,CPTs,0,HH
1,15616121,CPTs,0,HH
2,15616121,CPTs,0,HH
3,15616121,CPTs,0,HH
0,15616121,CTbC,0,HH
1,15616121,CTbC,0,HH
2,15616121,CTbC,0,HH
3,15616121,CTbC,0,HH
0,15616121,CTbP,0,HH
1,15616121,CTbP,0,HH
2,15616121,CTbP,0,HH
3,15616121,CTbP,0,HH
0,15616121,CTbPC,0,HH
1,15616121,CTbPC,0,HH
2,15616121,CTbPC,0,HH
3,15616121,CTbPC,0,HH
0,15616121,CTcPTcP,0,HH
1,15616121,CTcPTcP,0,HH
2,15616121,CTcPTcP,0,HH
3,15616121,CTcPTcP,0,HH
0,15616121,CTsCTs,0,HH
1,15616121,CTsCTs,0,HH
2,15616121,CTsCTs,0,HH
3,15616121,CTsCTs,0,HH
0,15616121,PCTbP,0,HH
1,15616121,PCTbP,0,HH
2,15616121,PCTbP,0,HH
3,15616121,PCTbP,0,HH
0,15616121,PCTsP,0,HH
1,15616121,PCTsP,0,HH
2,15616121,PCTsP,0,HH
3,15616121,PCTsP,0,HH
0,15616121,PTb,1,HH
1,15616121,PTb,0,HH
2,15616121,PTb,0,HH
3,15616121,PTb,0,HH
0,15616121,PTsPC,0,HH
1,15616121,PTsPC,0,HH
2,15616121,PTsPC,0,HH
3,15616121,PTsPC,0,HH
0,15616121,TbCP,0,HH
1,15616121,TbCP,0,HH
2,15616121,TbCP,0,HH
3,15616121,TbCP,0,HH
0,15616121,TbP,1,HH
1,15616121,TbP,0,HH
2,15616121,TbP,0,HH
3,15616121,TbP,0,HH
0,15616121,TbPC,1,HH
1,15616121,TbPC,0,HH
2,15616121,TbPC,0,HH
3,15616121,TbPC,0,HH
0,15616121,TbPCP,1,HH
1,15616121,TbPCP,0,HH
2,15616121,TbPCP,0,HH
3,15616121,TbPCP,0,HH
0,17070059,CPCTs,0,LL
1,17070059,CPCTs,0,LL
2,17070059,CPCTs,0,LL
3,17070059,CPCTs,0,LL
0,17070059,CPTs,0,LL
1,17070059,CPTs,0,LL
2,17070059,CPTs,0,LL
3,17070059,CPTs,0,LL
0,17070059,CTbC,0,LL
1,17070059,CTbC,0,LL
2,17070059,CTbC,0,LL
3,17070059,CTbC,0,LL
0,17070059,CTbP,0,LL
1,17070059,CTbP,0,LL
2,17070059,CTbP,0,LL
3,17070059,CTbP,0,LL
0,17070059,CTbPC,0,LL
1,17070059,CTbPC,0,LL
2,17070059,CTbPC,0,LL
3,17070059,CTbPC,0,LL
0,17070059,CTcPTcP,0,LL
1,17070059,CTcPTcP,0,LL
2,17070059,CTcPTcP,0,LL
3,17070059,CTcPTcP,0,LL
0,17070059,CTsCTs,0,LL
1,17070059,CTsCTs,0,LL
2,17070059,CTsCTs,0,LL
3,17070059,CTsCTs,0,LL
0,17070059,PCTbP,0,LL
1,17070059,PCTbP,0,LL
2,17070059,PCTbP,0,LL
3,17070059,PCTbP,0,LL
0,17070059,PCTsP,0,LL
1,17070059,PCTsP,0,LL
2,17070059,PCTsP,0,LL
3,17070059,PCTsP,0,LL
0,17070059,PTb,0,LL
1,17070059,PTb,0,LL
2,17070059,PTb,0,LL
3,17070059,PTb,0,LL
0,17070059,PTsPC,0,LL
1,17070059,PTsPC,0,LL
2,17070059,PTsPC,0,LL
3,17070059,PTsPC,0,LL
0,17070059,TbCP,0,LL
1,17070059,TbCP,0,LL
2,17070059,TbCP,0,LL
3,17070059,TbCP,0,LL
0,17070059,TbP,0,LL
1,17070059,TbP,0,LL
2,17070059,TbP,0,LL
3,17070059,TbP,0,LL
0,17070059,TbPC,0,LL
1,17070059,TbPC,0,LL
2,17070059,TbPC,0,LL
3,17070059,TbPC,0,LL
0,17070059,TbPCP,0,LL
1,17070059,TbPCP,0,LL
2,17070059,TbPCP,0,LL
3,17070059,TbPCP,0,LL
0,17580122,CPCTs,0,HH
1,17580122,CPCTs,0,HH
2,17580122,CPCTs,0,HH
3,17580122,CPCTs,0,HH
0,17580122,CPTs,0,HH
1,17580122,CPTs,0,HH
2,17580122,CPTs,0,HH
3,17580122,CPTs,0,HH
0,17580122,CTbC,1,HH
1,17580122,CTbC,0,HH
2,17580122,CTbC,0,HH
3,17580122,CTbC,0,HH
0,17580122,CTbP,0,HH
1,17580122,CTbP,0,HH
2,17580122,CTbP,0,HH
3,17580122,CTbP,0,HH
0,17580122,CTbPC,0,HH
1,17580122,CTbPC,0,HH
2,17580122,CTbPC,0,HH
3,17580122,CTbPC,0,HH
0,17580122,CTcPTcP,0,HH
1,17580122,CTcPTcP,0,HH
2,17580122,CTcPTcP,0,HH
3,17580122,CTcPTcP,0,HH
0,17580122,CTsCTs,0,HH
1,17580122,CTsCTs,0,HH
2,17580122,CTsCTs,0,HH
3,17580122,CTsCTs,0,HH
0,17580122,PCTbP,0,HH
1,17580122,PCTbP,0,HH
2,17580122,PCTbP,0,HH
3,17580122,PCTbP,0,HH
0,17580122,PCTsP,0,HH
1,17580122,PCTsP,0,HH
2,17580122,PCTsP,0,HH
3,17580122,PCTsP,0,HH
0,17580122,PTb,0,HH
1,17580122,PTb,0,HH
2,17580122,PTb,0,HH
3,17580122,PTb,0,HH
0,17580122,PTsPC,0,HH
1,17580122,PTsPC,0,HH
2,17580122,PTsPC,0,HH
3,17580122,PTsPC,0,HH
0,17580122,TbCP,1,HH
1,17580122,TbCP,0,HH
2,17580122,TbCP,0,HH
3,17580122,TbCP,0,HH
0,17580122,TbP,0,HH
1,17580122,TbP,0,HH
2,17580122,TbP,0,HH
3,17580122,TbP,0,HH
0,17580122,TbPC,0,HH
1,17580122,TbPC,0,HH
2,17580122,TbPC,0,HH
3,17580122,TbPC,0,HH
0,17580122,TbPCP,0,HH
1,17580122,TbPCP,0,HH
2,17580122,TbPCP,0,HH
3,17580122,TbPCP,0,HH
0,18088102,CPCTs,0,LH
1,18088102,CPCTs,0,LH
2,18088102,CPCTs,0,LH
3,18088102,CPCTs,0,LH
0,18088102,CPTs,1,LH
1,18088102,CPTs,0,LH
2,18088102,CPTs,0,LH
3,18088102,CPTs,0,LH
0,18088102,CTbC,0,LH
1,18088102,CTbC,0,LH
2,18088102,CTbC,0,LH
3,18088102,CTbC,0,LH
0,18088102,CTbP,0,LH
1,18088102,CTbP,0,LH
2,18088102,CTbP,0,LH
3,18088102,CTbP,0,LH
0,18088102,CTbPC,0,LH
1,18088102,CTbPC,0,LH
2,18088102,CTbPC,0,LH
3,18088102,CTbPC,0,LH
0,18088102,CTcPTcP,0,LH
1,18088102,CTcPTcP,0,LH
2,18088102,CTcPTcP,0,LH
3,18088102,CTcPTcP,0,LH
0,18088102,CTsCTs,0,LH
1,18088102,CTsCTs,0,LH
2,18088102,CTsCTs,0,LH
3,18088102,CTsCTs,0,LH
0,18088102,PCTbP,0,LH
1,18088102,PCTbP,0,LH
2,18088102,PCTbP,0,LH
3,18088102,PCTbP,0,LH
0,18088102,PCTsP,0,LH
1,18088102,PCTsP,0,LH
2,18088102,PCTsP,0,LH
3,18088102,PCTsP,0,LH
0,18088102,PTb,0,LH
1,18088102,PTb,0,LH
2,18088102,PTb,0,LH
3,18088102,PTb,0,LH
0,18088102,PTsPC,1,LH
1,18088102,PTsPC,0,LH
2,18088102,PTsPC,0,LH
3,18088102,PTsPC,0,LH
0,18088102,TbCP,0,LH
1,18088102,TbCP,0,LH
2,18088102,TbCP,0,LH
3,18088102,TbCP,0,LH
0,18088102,TbP,0,LH
1,18088102,TbP,0,LH
2,18088102,TbP,0,LH
3,18088102,TbP,0,LH
0,18088102,TbPC,0,LH
1,18088102,TbPC,0,LH
2,18088102,TbPC,0,LH
3,18088102,TbPC,0,LH
0,18088102,TbPCP,0,LH
1,18088102,TbPCP,0,LH
2,18088102,TbPCP,0,LH
3,18088102,TbPCP,0,LH
0,18838125,CPCTs,1,HH
1,18838125,CPCTs,0,HH
2,18838125,CPCTs,0,HH
3,18838125,CPCTs,0,HH
0,18838125,CPTs,0,HH
1,18838125,CPTs,1,HH
2,18838125,CPTs,0,HH
3,18838125,CPTs,0,HH
0,18838125,CTbC,1,HH
1,18838125,CTbC,0,HH
2,18838125,CTbC,1,HH
3,18838125,CTbC,0,HH
0,18838125,CTbP,1,HH
1,18838125,CTbP,0,HH
2,18838125,CTbP,1,HH
3,18838125,CTbP,0,HH
0,18838125,CTbPC,1,HH
1,18838125,CTbPC,0,HH
2,18838125,CTbPC,1,HH
3,18838125,CTbPC,0,HH
0,18838125,CTcPTcP,0,HH
1,18838125,CTcPTcP,0,HH
2,18838125,CTcPTcP,0,HH
3,18838125,CTcPTcP,0,HH
0,18838125,CTsCTs,0,HH
1,18838125,CTsCTs,0,HH
2,18838125,CTsCTs,0,HH
3,18838125,CTsCTs,0,HH
0,18838125,PCTbP,0,HH
1,18838125,PCTbP,0,HH
2,18838125,PCTbP,0,HH
3,18838125,PCTbP,0,HH
0,18838125,PCTsP,1,HH
1,18838125,PCTsP,0,HH
2,18838125,PCTsP,0,HH
3,18838125,PCTsP,0,HH
0,18838125,PTb,1,HH
1,18838125,PTb,0,HH
2,18838125,PTb,0,HH
3,18838125,PTb,0,HH
0,18838125,PTsPC,0,HH
1,18838125,PTsPC,0,HH
2,18838125,PTsPC,0,HH
3,18838125,PTsPC,0,HH
0,18838125,TbCP,1,HH
1,18838125,TbCP,0,HH
2,18838125,TbCP,0,HH
3,18838125,TbCP,0,HH
0,18838125,TbP,1,HH
1,18838125,TbP,1,HH
2,18838125,TbP,1,HH
3,18838125,TbP,1,HH
0,18838125,TbPC,1,HH
1,18838125,TbPC,1,HH
2,18838125,TbPC,1,HH
3,18838125,TbPC,0,HH
0,18838125,TbPCP,0,HH
1,18838125,TbPCP,1,HH
2,18838125,TbPCP,0,HH
3,18838125,TbPCP,0,HH
0,18893119,CPCTs,0,LL
1,18893119,CPCTs,0,LL
2,18893119,CPCTs,0,LL
3,18893119,CPCTs,0,LL
0,18893119,CPTs,0,LL
1,18893119,CPTs,1,LL
2,18893119,CPTs,0,LL
3,18893119,CPTs,1,LL
0,18893119,CTbC,1,LL
1,18893119,CTbC,0,LL
2,18893119,CTbC,1,LL
3,18893119,CTbC,0,LL
0,18893119,CTbP,1,LL
1,18893119,CTbP,0,LL
2,18893119,CTbP,0,LL
3,18893119,CTbP,0,LL
0,18893119,CTbPC,1,LL
1,18893119,CTbPC,0,LL
2,18893119,CTbPC,0,LL
3,18893119,CTbPC,0,LL
0,18893119,CTcPTcP,0,LL
1,18893119,CTcPTcP,0,LL
2,18893119,CTcPTcP,0,LL
3,18893119,CTcPTcP,0,LL
0,18893119,CTsCTs,0,LL
1,18893119,CTsCTs,0,LL
2,18893119,CTsCTs,0,LL
3,18893119,CTsCTs,0,LL
0,18893119,PCTbP,0,LL
1,18893119,PCTbP,0,LL
2,18893119,PCTbP,0,LL
3,18893119,PCTbP,0,LL
0,18893119,PCTsP,1,LL
1,18893119,PCTsP,0,LL
2,18893119,PCTsP,0,LL
3,18893119,PCTsP,0,LL
0,18893119,PTb,1,LL
1,18893119,PTb,0,LL
2,18893119,PTb,0,LL
3,18893119,PTb,0,LL
0,18893119,PTsPC,1,LL
1,18893119,PTsPC,0,LL
2,18893119,PTsPC,0,LL
3,18893119,PTsPC,1,LL
0,18893119,TbCP,0,LL
1,18893119,TbCP,0,LL
2,18893119,TbCP,0,LL
3,18893119,TbCP,0,LL
0,18893119,TbP,1,LL
1,18893119,TbP,0,LL
2,18893119,TbP,0,LL
3,18893119,TbP,0,LL
0,18893119,TbPC,1,LL
1,18893119,TbPC,0,LL
2,18893119,TbPC,0,LL
3,18893119,TbPC,0,LL
0,18893119,TbPCP,0,LL
1,18893119,TbPCP,0,LL
2,18893119,TbPCP,0,LL
3,18893119,TbPCP,0,LL
0,19930112,CPCTs,1,LL
1,19930112,CPCTs,0,LL
2,19930112,CPCTs,0,LL
3,19930112,CPCTs,0,LL
0,19930112,CPTs,0,LL
1,19930112,CPTs,0,LL
2,19930112,CPTs,0,LL
3,19930112,CPTs,0,LL
0,19930112,CTbC,0,LL
1,19930112,CTbC,0,LL
2,19930112,CTbC,0,LL
3,19930112,CTbC,0,LL
0,19930112,CTbP,0,LL
1,19930112,CTbP,0,LL
2,19930112,CTbP,0,LL
3,19930112,CTbP,0,LL
0,19930112,CTbPC,0,LL
1,19930112,CTbPC,0,LL
2,19930112,CTbPC,0,LL
3,19930112,CTbPC,0,LL
0,19930112,CTcPTcP,0,LL
1,19930112,CTcPTcP,0,LL
2,19930112,CTcPTcP,0,LL
3,19930112,CTcPTcP,0,LL
0,19930112,CTsCTs,0,LL
1,19930112,CTsCTs,0,LL
2,19930112,CTsCTs,0,LL
3,19930112,CTsCTs,0,LL
0,19930112,PCTbP,0,LL
1,19930112,PCTbP,0,LL
2,19930112,PCTbP,0,LL
3,19930112,PCTbP,0,LL
0,19930112,PCTsP,0,LL
1,19930112,PCTsP,0,LL
2,19930112,PCTsP,1,LL
3,19930112,PCTsP,0,LL
0,19930112,PTb,1,LL
1,19930112,PTb,0,LL
2,19930112,PTb,0,LL
3,19930112,PTb,0,LL
0,19930112,PTsPC,0,LL
1,19930112,PTsPC,0,LL
2,19930112,PTsPC,0,LL
3,19930112,PTsPC,0,LL
0,19930112,TbCP,1,LL
1,19930112,TbCP,0,LL
2,19930112,TbCP,0,LL
3,19930112,TbCP,0,LL
0,19930112,TbP,0,LL
1,19930112,TbP,0,LL
2,19930112,TbP,0,LL
3,19930112,TbP,0,LL
0,19930112,TbPC,0,LL
1,19930112,TbPC,0,LL
2,19930112,TbPC,0,LL
3,19930112,TbPC,0,LL
0,19930112,TbPCP,0,LL
1,19930112,TbPCP,0,LL
2,19930112,TbPCP,0,LL
3,19930112,TbPCP,0,LL
0,20717120,CPCTs,0,HH
1,20717120,CPCTs,0,HH
2,20717120,CPCTs,0,HH
3,20717120,CPCTs,0,HH
0,20717120,CPTs,0,HH
1,20717120,CPTs,0,HH
2,20717120,CPTs,0,HH
3,20717120,CPTs,0,HH
0,20717120,CTbC,0,HH
1,20717120,CTbC,0,HH
2,20717120,CTbC,0,HH
3,20717120,CTbC,0,HH
0,20717120,CTbP,0,HH
1,20717120,CTbP,0,HH
2,20717120,CTbP,0,HH
3,20717120,CTbP,0,HH
0,20717120,CTbPC,0,HH
1,20717120,CTbPC,0,HH
2,20717120,CTbPC,0,HH
3,20717120,CTbPC,0,HH
0,20717120,CTcPTcP,0,HH
1,20717120,CTcPTcP,0,HH
2,20717120,CTcPTcP,0,HH
3,20717120,CTcPTcP,0,HH
0,20717120,CTsCTs,0,HH
1,20717120,CTsCTs,0,HH
2,20717120,CTsCTs,0,HH
3,20717120,CTsCTs,0,HH
0,20717120,PCTbP,0,HH
1,20717120,PCTbP,0,HH
2,20717120,PCTbP,0,HH
3,20717120,PCTbP,0,HH
0,20717120,PCTsP,0,HH
1,20717120,PCTsP,0,HH
2,20717120,PCTsP,0,HH
3,20717120,PCTsP,0,HH
0,20717120,PTb,1,HH
1,20717120,PTb,0,HH
2,20717120,PTb,0,HH
3,20717120,PTb,0,HH
0,20717120,PTsPC,0,HH
1,20717120,PTsPC,0,HH
2,20717120,PTsPC,0,HH
3,20717120,PTsPC,0,HH
0,20717120,TbCP,0,HH
1,20717120,TbCP,0,HH
2,20717120,TbCP,0,HH
3,20717120,TbCP,0,HH
0,20717120,TbP,1,HH
1,20717120,TbP,0,HH
2,20717120,TbP,0,HH
3,20717120,TbP,0,HH
0,20717120,TbPC,1,HH
1,20717120,TbPC,0,HH
2,20717120,TbPC,0,HH
3,20717120,TbPC,0,HH
0,20717120,TbPCP,0,HH
1,20717120,TbPCP,0,HH
2,20717120,TbPCP,0,HH
3,20717120,TbPCP,0,HH
0,23112113,CPCTs,1,LL
1,23112113,CPCTs,0,LL
2,23112113,CPCTs,1,LL
3,23112113,CPCTs,0,LL
0,23112113,CPTs,0,LL
1,23112113,CPTs,0,LL
2,23112113,CPTs,0,LL
3,23112113,CPTs,0,LL
0,23112113,CTbC,0,LL
1,23112113,CTbC,0,LL
2,23112113,CTbC,0,LL
3,23112113,CTbC,0,LL
0,23112113,CTbP,0,LL
1,23112113,CTbP,0,LL
2,23112113,CTbP,0,LL
3,23112113,CTbP,0,LL
0,23112113,CTbPC,0,LL
1,23112113,CTbPC,0,LL
2,23112113,CTbPC,0,LL
3,23112113,CTbPC,0,LL
0,23112113,CTcPTcP,0,LL
1,23112113,CTcPTcP,0,LL
2,23112113,CTcPTcP,0,LL
3,23112113,CTcPTcP,0,LL
0,23112113,CTsCTs,0,LL
1,23112113,CTsCTs,1,LL
2,23112113,CTsCTs,0,LL
3,23112113,CTsCTs,0,LL
0,23112113,PCTbP,0,LL
1,23112113,PCTbP,0,LL
2,23112113,PCTbP,0,LL
3,23112113,PCTbP,0,LL
0,23112113,PCTsP,0,LL
1,23112113,PCTsP,0,LL
2,23112113,PCTsP,1,LL
3,23112113,PCTsP,0,LL
0,23112113,PTb,0,LL
1,23112113,PTb,0,LL
2,23112113,PTb,0,LL
3,23112113,PTb,0,LL
0,23112113,PTsPC,0,LL
1,23112113,PTsPC,0,LL
2,23112113,PTsPC,0,LL
3,23112113,PTsPC,0,LL
0,23112113,TbCP,0,LL
1,23112113,TbCP,0,LL
2,23112113,TbCP,0,LL
3,23112113,TbCP,0,LL
0,23112113,TbP,0,LL
1,23112113,TbP,0,LL
2,23112113,TbP,0,LL
3,23112113,TbP,0,LL
0,23112113,TbPC,0,LL
1,23112113,TbPC,0,LL
2,23112113,TbPC,0,LL
3,23112113,TbPC,0,LL
0,23112113,TbPCP,0,LL
1,23112113,TbPCP,0,LL
2,23112113,TbPCP,0,LL
3,23112113,TbPCP,0,LL
0,23143099,CPCTs,0,LL
1,23143099,CPCTs,0,LL
2,23143099,CPCTs,0,LL
3,23143099,CPCTs,0,LL
0,23143099,CPTs,1,LL
1,23143099,CPTs,0,LL
2,23143099,CPTs,0,LL
3,23143099,CPTs,0,LL
0,23143099,CTbC,1,LL
1,23143099,CTbC,0,LL
2,23143099,CTbC,0,LL
3,23143099,CTbC,0,LL
0,23143099,CTbP,0,LL
1,23143099,CTbP,0,LL
2,23143099,CTbP,0,LL
3,23143099,CTbP,0,LL
0,23143099,CTbPC,0,LL
1,23143099,CTbPC,0,LL
2,23143099,CTbPC,0,LL
3,23143099,CTbPC,0,LL
0,23143099,CTcPTcP,0,LL
1,23143099,CTcPTcP,0,LL
2,23143099,CTcPTcP,0,LL
3,23143099,CTcPTcP,0,LL
0,23143099,CTsCTs,0,LL
1,23143099,CTsCTs,1,LL
2,23143099,CTsCTs,0,LL
3,23143099,CTsCTs,0,LL
0,23143099,PCTbP,0,LL
1,23143099,PCTbP,0,LL
2,23143099,PCTbP,0,LL
3,23143099,PCTbP,0,LL
0,23143099,PCTsP,0,LL
1,23143099,PCTsP,0,LL
2,23143099,PCTsP,1,LL
3,23143099,PCTsP,0,LL
0,23143099,PTb,1,LL
1,23143099,PTb,0,LL
2,23143099,PTb,0,LL
3,23143099,PTb,0,LL
0,23143099,PTsPC,1,LL
1,23143099,PTsPC,0,LL
2,23143099,PTsPC,0,LL
3,23143099,PTsPC,0,LL
0,23143099,TbCP,1,LL
1,23143099,TbCP,0,LL
2,23143099,TbCP,0,LL
3,23143099,TbCP,0,LL
0,23143099,TbP,1,LL
1,23143099,TbP,0,LL
2,23143099,TbP,0,LL
3,23143099,TbP,0,LL
0,23143099,TbPC,1,LL
1,23143099,TbPC,0,LL
2,23143099,TbPC,0,LL
3,23143099,TbPC,0,LL
0,23143099,TbPCP,1,LL
1,23143099,TbPCP,0,LL
2,23143099,TbPCP,0,LL
3,23143099,TbPCP,0,LL
0,24387118,CPCTs,0,LH
1,24387118,CPCTs,0,LH
2,24387118,CPCTs,0,LH
3,24387118,CPCTs,0,LH
0,24387118,CPTs,0,LH
1,24387118,CPTs,0,LH
2,24387118,CPTs,0,LH
3,24387118,CPTs,0,LH
0,24387118,CTbC,0,LH
1,24387118,CTbC,0,LH
2,24387118,CTbC,0,LH
3,24387118,CTbC,0,LH
0,24387118,CTbP,0,LH
1,24387118,CTbP,0,LH
2,24387118,CTbP,0,LH
3,24387118,CTbP,0,LH
0,24387118,CTbPC,0,LH
1,24387118,CTbPC,0,LH
2,24387118,CTbPC,0,LH
3,24387118,CTbPC,0,LH
0,24387118,CTcPTcP,0,LH
1,24387118,CTcPTcP,0,LH
2,24387118,CTcPTcP,0,LH
3,24387118,CTcPTcP,0,LH
0,24387118,CTsCTs,0,LH
1,24387118,CTsCTs,0,LH
2,24387118,CTsCTs,0,LH
3,24387118,CTsCTs,0,LH
0,24387118,PCTbP,0,LH
1,24387118,PCTbP,0,LH
2,24387118,PCTbP,0,LH
3,24387118,PCTbP,0,LH
0,24387118,PCTsP,0,LH
1,24387118,PCTsP,0,LH
2,24387118,PCTsP,0,LH
3,24387118,PCTsP,0,LH
0,24387118,PTb,0,LH
1,24387118,PTb,0,LH
2,24387118,PTb,0,LH
3,24387118,PTb,1,LH
0,24387118,PTsPC,0,LH
1,24387118,PTsPC,0,LH
2,24387118,PTsPC,0,LH
3,24387118,PTsPC,0,LH
0,24387118,TbCP,0,LH
1,24387118,TbCP,0,LH
2,24387118,TbCP,0,LH
3,24387118,TbCP,0,LH
0,24387118,TbP,0,LH
1,24387118,TbP,0,LH
2,24387118,TbP,0,LH
3,24387118,TbP,1,LH
0,24387118,TbPC,0,LH
1,24387118,TbPC,0,LH
2,24387118,TbPC,0,LH
3,24387118,TbPC,1,LH
0,24387118,TbPCP,0,LH
1,24387118,TbPCP,0,LH
2,24387118,TbPCP,0,LH
