studentID	condition	subject	video	cumulative watched	fraction watched	fraction rewatched	number of 2 sec segments	moused over filmstrip	clicked filmstrip	enlarged filmstrip	highlighted in subtitleviewer	highlighted from video	highlighted total	played highlights	searched	clicked subtitleviewer
2052785C-F9-DD-5B-D3-D9.xml	1	ENG	(A draft) The MOSFET (part 1 of 3)-U2wWpLQACo8.mp4	140	0.096	0.046	None	65	16	0	0	0	0	0	0	0
2052785C-F9-DD-5B-D3-D9.xml	1	ENG	The FET (field effect transistor)-SjeK1nkiFvI.mp4	1389	0.723	0.007	None	146	11	0	0	0	0	0	0	0
215321a0999b197431.xml	2	CS	5_PausingProgramsWithSleep1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
215321a0999b197431.xml	2	CS	8_DAQSimulatorDemo1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
215321a0999b197431.xml	2	CS	3_SevenSegmentDisplays.mp4	386	1.0	0.0	None	0	0	0	0	0	0	0	0	0
215321a0999b197431.xml	2	CS	0_IntroductionToTheDataAcquisitionDevice(DAQ).mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
215321a0999b197431.xml	2	CS	1_IntroductionToDAQProgramming.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
215321a0999b197431.xml	2	CS	9_PlottingGraphsWithExcel1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
215321a0999b197431.xml	2	CS	2_DigitalReadAndWrite.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
215321a0999b197431.xml	2	CS	4_Programming7SegmentDisplays.mp4	217	0.995	0.019	None	0	0	0	0	0	0	0	0	0
215321a0999b197431.xml	2	CS	7_DAQReview.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
215321a0999b197431.xml	2	CS	6_AnalogRead.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
22222200-FF-6F-96-26-84.xml	2	CS	5_PausingProgramsWithSleep1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
22222200-FF-6F-96-26-84.xml	2	CS	8_DAQSimulatorDemo1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
22222200-FF-6F-96-26-84.xml	2	CS	3_SevenSegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
22222200-FF-6F-96-26-84.xml	2	CS	0_IntroductionToTheDataAcquisitionDevice(DAQ).mp4	281	1.0	0.0	None	0	1	1	0	2	2	0	0	0
22222200-FF-6F-96-26-84.xml	2	CS	1_IntroductionToDAQProgramming.mp4	14	0.017	0.023	None	1	0	0	0	0	0	0	0	0
22222200-FF-6F-96-26-84.xml	2	CS	9_PlottingGraphsWithExcel1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
22222200-FF-6F-96-26-84.xml	2	CS	2_DigitalReadAndWrite.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
22222200-FF-6F-96-26-84.xml	2	CS	4_Programming7SegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
22222200-FF-6F-96-26-84.xml	2	CS	7_DAQReview.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
22222200-FF-6F-96-26-84.xml	2	CS	6_AnalogRead.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
23247714109fce6e23.xml	1	CS	5_PausingProgramsWithSleep1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
23247714109fce6e23.xml	1	CS	8_DAQSimulatorDemo1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
23247714109fce6e23.xml	1	CS	3_SevenSegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
23247714109fce6e23.xml	1	CS	0_IntroductionToTheDataAcquisitionDevice(DAQ).mp4	142	0.267	0.374	None	44	4	5	2	2	4	2	0	2
23247714109fce6e23.xml	1	CS	1_IntroductionToDAQProgramming.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
23247714109fce6e23.xml	1	CS	9_PlottingGraphsWithExcel1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
23247714109fce6e23.xml	1	CS	2_DigitalReadAndWrite.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
23247714109fce6e23.xml	1	CS	4_Programming7SegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
23247714109fce6e23.xml	1	CS	7_DAQReview.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
23247714109fce6e23.xml	1	CS	6_AnalogRead.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
235846F8-16-54-27-F8-7C.xml	1	CS	5_PausingProgramsWithSleep1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
235846F8-16-54-27-F8-7C.xml	1	CS	8_DAQSimulatorDemo1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
235846F8-16-54-27-F8-7C.xml	1	CS	3_SevenSegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
235846F8-16-54-27-F8-7C.xml	1	CS	0_IntroductionToTheDataAcquisitionDevice(DAQ).mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
235846F8-16-54-27-F8-7C.xml	1	CS	1_IntroductionToDAQProgramming.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
235846F8-16-54-27-F8-7C.xml	1	CS	9_PlottingGraphsWithExcel1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
235846F8-16-54-27-F8-7C.xml	1	CS	2_DigitalReadAndWrite.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
235846F8-16-54-27-F8-7C.xml	1	CS	4_Programming7SegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
235846F8-16-54-27-F8-7C.xml	1	CS	7_DAQReview.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
235846F8-16-54-27-F8-7C.xml	1	CS	6_AnalogRead.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2359956c4008a48db6.xml	2	CS	5_PausingProgramsWithSleep1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2359956c4008a48db6.xml	2	CS	8_DAQSimulatorDemo1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2359956c4008a48db6.xml	2	CS	3_SevenSegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2359956c4008a48db6.xml	2	CS	0_IntroductionToTheDataAcquisitionDevice(DAQ).mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2359956c4008a48db6.xml	2	CS	1_IntroductionToDAQProgramming.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2359956c4008a48db6.xml	2	CS	9_PlottingGraphsWithExcel1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2359956c4008a48db6.xml	2	CS	2_DigitalReadAndWrite.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2359956c4008a48db6.xml	2	CS	4_Programming7SegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2359956c4008a48db6.xml	2	CS	7_DAQReview.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2359956c4008a48db6.xml	2	CS	6_AnalogRead.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
245238D8-CB-8A-19-4E-C1.xml	2	CS	5_PausingProgramsWithSleep1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
245238D8-CB-8A-19-4E-C1.xml	2	CS	8_DAQSimulatorDemo1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
245238D8-CB-8A-19-4E-C1.xml	2	CS	3_SevenSegmentDisplays.mp4	386	1.0	0.0	None	0	0	0	0	0	0	0	0	0
245238D8-CB-8A-19-4E-C1.xml	2	CS	0_IntroductionToTheDataAcquisitionDevice(DAQ).mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
245238D8-CB-8A-19-4E-C1.xml	2	CS	1_IntroductionToDAQProgramming.mp4	471	1.0	0.0	None	0	0	0	0	0	0	0	0	0
245238D8-CB-8A-19-4E-C1.xml	2	CS	9_PlottingGraphsWithExcel1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
245238D8-CB-8A-19-4E-C1.xml	2	CS	2_DigitalReadAndWrite.mp4	179	0.462	0.043	None	63	13	0	0	0	0	0	0	0
245238D8-CB-8A-19-4E-C1.xml	2	CS	4_Programming7SegmentDisplays.mp4	216	1.0	0.0	None	0	0	0	0	0	0	0	0	0
245238D8-CB-8A-19-4E-C1.xml	2	CS	7_DAQReview.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
245238D8-CB-8A-19-4E-C1.xml	2	CS	6_AnalogRead.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2458753c15c2d193cc.xml	1	CS	5_PausingProgramsWithSleep1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2458753c15c2d193cc.xml	1	CS	8_DAQSimulatorDemo1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2458753c15c2d193cc.xml	1	CS	3_SevenSegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2458753c15c2d193cc.xml	1	CS	0_IntroductionToTheDataAcquisitionDevice(DAQ).mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2458753c15c2d193cc.xml	1	CS	1_IntroductionToDAQProgramming.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2458753c15c2d193cc.xml	1	CS	9_PlottingGraphsWithExcel1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2458753c15c2d193cc.xml	1	CS	2_DigitalReadAndWrite.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2458753c15c2d193cc.xml	1	CS	4_Programming7SegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2458753c15c2d193cc.xml	1	CS	7_DAQReview.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2458753c15c2d193cc.xml	1	CS	6_AnalogRead.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,51,25705681c2ed29.xml	1	CS	5_PausingProgramsWithSleep1.mp4	402	1.0	0.0	None	0	0	0	0	0	0	0	0	0
25,51,25705681c2ed29.xml	1	CS	8_DAQSimulatorDemo1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,51,25705681c2ed29.xml	1	CS	3_SevenSegmentDisplays.mp4	386	1.0	0.0	None	1	0	0	0	0	0	0	0	0
25,51,25705681c2ed29.xml	1	CS	0_IntroductionToTheDataAcquisitionDevice(DAQ).mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,51,25705681c2ed29.xml	1	CS	1_IntroductionToDAQProgramming.mp4	499	1.0	0.119	None	2	1	0	0	0	0	0	0	0
25,51,25705681c2ed29.xml	1	CS	9_PlottingGraphsWithExcel1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,51,25705681c2ed29.xml	1	CS	2_DigitalReadAndWrite.mp4	50	0.136	0.0	None	1	1	0	0	0	0	0	0	0
25,51,25705681c2ed29.xml	1	CS	4_Programming7SegmentDisplays.mp4	216	1.0	0.0	None	0	0	0	0	0	0	0	0	0
25,51,25705681c2ed29.xml	1	CS	7_DAQReview.mp4	571	1.0	0.261	None	12	4	0	0	0	0	0	0	0
25,51,25705681c2ed29.xml	1	CS	6_AnalogRead.mp4	356	0.997	0.0	None	1	0	0	0	0	0	0	0	0
25,52,8034363b854308.xml	2	CS	5_PausingProgramsWithSleep1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,52,8034363b854308.xml	2	CS	8_DAQSimulatorDemo1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,52,8034363b854308.xml	2	CS	3_SevenSegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,52,8034363b854308.xml	2	CS	0_IntroductionToTheDataAcquisitionDevice(DAQ).mp4	281	1.0	0.0	None	1	1	1	0	0	0	0	0	0
25,52,8034363b854308.xml	2	CS	1_IntroductionToDAQProgramming.mp4	499	1.0	0.119	None	1	0	3	0	0	0	0	0	0
25,52,8034363b854308.xml	2	CS	9_PlottingGraphsWithExcel1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,52,8034363b854308.xml	2	CS	2_DigitalReadAndWrite.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,52,8034363b854308.xml	2	CS	4_Programming7SegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,52,8034363b854308.xml	2	CS	7_DAQReview.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,52,8034363b854308.xml	2	CS	6_AnalogRead.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,54,7628-D2-44-C7-AD-E2.xml	2	CS	5_PausingProgramsWithSleep1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,54,7628-D2-44-C7-AD-E2.xml	2	CS	8_DAQSimulatorDemo1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,54,7628-D2-44-C7-AD-E2.xml	2	CS	3_SevenSegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,54,7628-D2-44-C7-AD-E2.xml	2	CS	0_IntroductionToTheDataAcquisitionDevice(DAQ).mp4	14	0.05	0.0	None	1	0	0	0	0	0	0	0	0
25,54,7628-D2-44-C7-AD-E2.xml	2	CS	1_IntroductionToDAQProgramming.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,54,7628-D2-44-C7-AD-E2.xml	2	CS	9_PlottingGraphsWithExcel1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,54,7628-D2-44-C7-AD-E2.xml	2	CS	2_DigitalReadAndWrite.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,54,7628-D2-44-C7-AD-E2.xml	2	CS	4_Programming7SegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,54,7628-D2-44-C7-AD-E2.xml	2	CS	7_DAQReview.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,54,7628-D2-44-C7-AD-E2.xml	2	CS	6_AnalogRead.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,55,75acbc32852187.xml	2	CS	5_PausingProgramsWithSleep1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,55,75acbc32852187.xml	2	CS	8_DAQSimulatorDemo1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,55,75acbc32852187.xml	2	CS	3_SevenSegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,55,75acbc32852187.xml	2	CS	0_IntroductionToTheDataAcquisitionDevice(DAQ).mp4	20	0.071	0.0	None	0	1	0	0	0	0	0	0	0
25,55,75acbc32852187.xml	2	CS	1_IntroductionToDAQProgramming.mp4	3	0.006	0.0	None	0	1	0	0	0	0	0	0	0
25,55,75acbc32852187.xml	2	CS	9_PlottingGraphsWithExcel1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,55,75acbc32852187.xml	2	CS	2_DigitalReadAndWrite.mp4	4	0.011	0.0	None	0	0	0	0	0	0	0	0	0
25,55,75acbc32852187.xml	2	CS	4_Programming7SegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,55,75acbc32852187.xml	2	CS	7_DAQReview.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,55,75acbc32852187.xml	2	CS	6_AnalogRead.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,58,57.00886535ca5e.xml	1	CS	5_PausingProgramsWithSleep1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,58,57.00886535ca5e.xml	1	CS	8_DAQSimulatorDemo1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,58,57.00886535ca5e.xml	1	CS	3_SevenSegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,58,57.00886535ca5e.xml	1	CS	0_IntroductionToTheDataAcquisitionDevice(DAQ).mp4	15	0.053	0.0	None	13	0	0	0	0	0	0	0	0
25,58,57.00886535ca5e.xml	1	CS	1_IntroductionToDAQProgramming.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,58,57.00886535ca5e.xml	1	CS	9_PlottingGraphsWithExcel1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,58,57.00886535ca5e.xml	1	CS	2_DigitalReadAndWrite.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25,58,57.00886535ca5e.xml	1	CS	4_Programming7SegmentDisplays.mp4	216	1.0	0.0	None	12	0	0	0	0	0	0	0	0
25,58,57.00886535ca5e.xml	1	CS	7_DAQReview.mp4	190	0.376	0.0	None	1	0	0	0	0	0	0	0	0
25,58,57.00886535ca5e.xml	1	CS	6_AnalogRead.mp4	314	0.88	0.0	None	10	2	0	0	0	0	0	0	0
25153000-15-5D-CD-18-1F.xml	2	CS	5_PausingProgramsWithSleep1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25153000-15-5D-CD-18-1F.xml	2	CS	8_DAQSimulatorDemo1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25153000-15-5D-CD-18-1F.xml	2	CS	3_SevenSegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25153000-15-5D-CD-18-1F.xml	2	CS	0_IntroductionToTheDataAcquisitionDevice(DAQ).mp4	75	0.267	0.0	None	0	0	0	0	0	0	0	0	0
25153000-15-5D-CD-18-1F.xml	2	CS	1_IntroductionToDAQProgramming.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25153000-15-5D-CD-18-1F.xml	2	CS	9_PlottingGraphsWithExcel1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25153000-15-5D-CD-18-1F.xml	2	CS	2_DigitalReadAndWrite.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25153000-15-5D-CD-18-1F.xml	2	CS	4_Programming7SegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25153000-15-5D-CD-18-1F.xml	2	CS	7_DAQReview.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
25153000-15-5D-CD-18-1F.xml	2	CS	6_AnalogRead.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255031E8-39-DF-25-B4-3B.xml	None	CS	5_PausingProgramsWithSleep1.mp4	405	1.0	0.015	None	123	0	0	0	0	0	0	0	0
255031E8-39-DF-25-B4-3B.xml	None	CS	8_DAQSimulatorDemo1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255031E8-39-DF-25-B4-3B.xml	None	CS	3_SevenSegmentDisplays.mp4	455	1.0	0.35	None	113	3	0	0	0	0	0	0	0
255031E8-39-DF-25-B4-3B.xml	None	CS	0_IntroductionToTheDataAcquisitionDevice(DAQ).mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255031E8-39-DF-25-B4-3B.xml	None	CS	1_IntroductionToDAQProgramming.mp4	565	0.998	0.395	None	31	4	0	0	0	0	0	0	0
255031E8-39-DF-25-B4-3B.xml	None	CS	9_PlottingGraphsWithExcel1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255031E8-39-DF-25-B4-3B.xml	None	CS	2_DigitalReadAndWrite.mp4	445	1.0	0.402	None	110	7	0	0	0	0	0	0	0
255031E8-39-DF-25-B4-3B.xml	None	CS	4_Programming7SegmentDisplays.mp4	264	1.0	0.407	None	38	2	0	0	0	0	0	0	0
255031E8-39-DF-25-B4-3B.xml	None	CS	7_DAQReview.mp4	604	1.0	0.382	None	7	5	0	0	0	0	0	0	0
255031E8-39-DF-25-B4-3B.xml	None	CS	6_AnalogRead.mp4	485	1.0	0.608	None	146	6	0	0	0	0	0	0	0
255071E4-D5-3D-D8-20-A7.xml	1	CS	5_PausingProgramsWithSleep1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255071E4-D5-3D-D8-20-A7.xml	1	CS	8_DAQSimulatorDemo1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255071E4-D5-3D-D8-20-A7.xml	1	CS	3_SevenSegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255071E4-D5-3D-D8-20-A7.xml	1	CS	0_IntroductionToTheDataAcquisitionDevice(DAQ).mp4	14	0.039	0.021	None	1	0	0	0	0	0	0	0	0
255071E4-D5-3D-D8-20-A7.xml	1	CS	1_IntroductionToDAQProgramming.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255071E4-D5-3D-D8-20-A7.xml	1	CS	9_PlottingGraphsWithExcel1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255071E4-D5-3D-D8-20-A7.xml	1	CS	2_DigitalReadAndWrite.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255071E4-D5-3D-D8-20-A7.xml	1	CS	4_Programming7SegmentDisplays.mp4	216	1.0	0.0	None	0	0	0	0	0	0	0	0	0
255071E4-D5-3D-D8-20-A7.xml	1	CS	7_DAQReview.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255071E4-D5-3D-D8-20-A7.xml	1	CS	6_AnalogRead.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2552977831c1bbe722.xml	2	CS	5_PausingProgramsWithSleep1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2552977831c1bbe722.xml	2	CS	8_DAQSimulatorDemo1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2552977831c1bbe722.xml	2	CS	3_SevenSegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2552977831c1bbe722.xml	2	CS	0_IntroductionToTheDataAcquisitionDevice(DAQ).mp4	7	0.025	0.0	None	0	0	0	0	0	0	0	0	0
2552977831c1bbe722.xml	2	CS	1_IntroductionToDAQProgramming.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2552977831c1bbe722.xml	2	CS	9_PlottingGraphsWithExcel1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2552977831c1bbe722.xml	2	CS	2_DigitalReadAndWrite.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2552977831c1bbe722.xml	2	CS	4_Programming7SegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2552977831c1bbe722.xml	2	CS	7_DAQReview.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2552977831c1bbe722.xml	2	CS	6_AnalogRead.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255508843835454b80.xml	2	CS	5_PausingProgramsWithSleep1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255508843835454b80.xml	2	CS	8_DAQSimulatorDemo1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255508843835454b80.xml	2	CS	3_SevenSegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255508843835454b80.xml	2	CS	0_IntroductionToTheDataAcquisitionDevice(DAQ).mp4	169	0.601	0.0	None	0	0	1	0	1	1	0	0	0
255508843835454b80.xml	2	CS	1_IntroductionToDAQProgramming.mp4	183	0.389	0.0	None	0	0	0	0	0	0	0	0	0
255508843835454b80.xml	2	CS	9_PlottingGraphsWithExcel1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255508843835454b80.xml	2	CS	2_DigitalReadAndWrite.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255508843835454b80.xml	2	CS	4_Programming7SegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255508843835454b80.xml	2	CS	7_DAQReview.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255508843835454b80.xml	2	CS	6_AnalogRead.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255576a45e60c960dd.xml	2	CS	5_PausingProgramsWithSleep1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255576a45e60c960dd.xml	2	CS	8_DAQSimulatorDemo1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255576a45e60c960dd.xml	2	CS	3_SevenSegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255576a45e60c960dd.xml	2	CS	0_IntroductionToTheDataAcquisitionDevice(DAQ).mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255576a45e60c960dd.xml	2	CS	1_IntroductionToDAQProgramming.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255576a45e60c960dd.xml	2	CS	9_PlottingGraphsWithExcel1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255576a45e60c960dd.xml	2	CS	2_DigitalReadAndWrite.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255576a45e60c960dd.xml	2	CS	4_Programming7SegmentDisplays.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255576a45e60c960dd.xml	2	CS	7_DAQReview.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
255576a45e60c960dd.xml	2	CS	6_AnalogRead.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2556158C-70-5A-7F-1C-8B.xml	1	CS	5_PausingProgramsWithSleep1.mp4	452	1.0	0.241	None	2	0	0	0	0	0	0	0	2
2556158C-70-5A-7F-1C-8B.xml	1	CS	8_DAQSimulatorDemo1.mp4	3	0.013	0.0	None	0	1	0	0	0	0	0	0	0
2556158C-70-5A-7F-1C-8B.xml	1	CS	3_SevenSegmentDisplays.mp4	386	1.0	0.0	None	0	0	0	0	0	0	0	0	0
2556158C-70-5A-7F-1C-8B.xml	1	CS	0_IntroductionToTheDataAcquisitionDevice(DAQ).mp4	470	1.0	1.338	None	35	17	0	0	0	0	0	0	0
2556158C-70-5A-7F-1C-8B.xml	1	CS	1_IntroductionToDAQProgramming.mp4	641	0.994	0.682	None	0	0	0	0	0	0	0	0	8
2556158C-70-5A-7F-1C-8B.xml	1	CS	9_PlottingGraphsWithExcel1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2556158C-70-5A-7F-1C-8B.xml	1	CS	2_DigitalReadAndWrite.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
2556158C-70-5A-7F-1C-8B.xml	1	CS	4_Programming7SegmentDisplays.mp4	256	0.991	0.389	None	0	0	0	0	0	0	0	0	1
2556158C-70-5A-7F-1C-8B.xml	1	CS	7_DAQReview.mp4	521	1.0	0.063	None	157	0	0	0	0	0	0	0	1
2556158C-70-5A-7F-1C-8B.xml	1	CS	6_AnalogRead.mp4	357	1.0	0.0	None	0	0	0	0	0	0	0	0	0
2559423c15c2c734a8.xml	2	CS	5_PausingProgramsWithSleep1.mp4	372	0.925	0.0	None	0	0	0	0	0	0	0	0	0
2559423c15c2c734a8.xml	2	CS	8_DAQSimulatorDemo1.mp4	0	0.0	0.0	None	0	0	0	0	0	0	0	0	0
